stimulus_blind_id,candidate_id,condition,prompt_category,template_id,prompt_id,payload_id,payload_class,model_id,presentation_scope,protocol_variant,topic_schedule,source_work_id,source_trial_id,source_file,source_row,source_record_sha256,text_sha256,language,license_status,safety_screen_status
B0482,Cc5ecfeae1542f07c23974bd0,rankcloak_segmented_full_message,factual_explanatory_prose,factual_explanatory_prose_template_1,explain_weather_pattern,revision_v1_nonce_96_bit_hex_038,nonce_96_bit_hex,qwen2_5_7b_instruct_q4_k_m,full_message,segmented_hex_single_topic,single_assigned_prompt,revision_v1_primary_v2_payload_fidelity_v2__f5315279f5c7245eb89e,revision_v1_primary_v2_payload_fidelity_v2__f5315279f5c7245eb89e,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,2221,8feaf0844a658d7d0bfaf9db8b78a64fabd76ff29a7959b3d1c23ede4abd6ff6,7a6e2a4279db403065b85249d2e0176cdee6095ea4d627550bf68a892dc476f0,en,experiment_generated_internal,not_manually_reviewed
B0483,Cf1b374463982e42a0c4a251a,rankcloak_segmented_full_message,professional_communication,professional_communication_template_1,professional_project_update,revision_v1_sha256_hex_012,sha256_hex,qwen2_5_7b_instruct_q4_k_m,full_message,segmented_hex_single_topic,single_assigned_prompt,revision_v1_primary_v2_payload_fidelity_v2__730375f93285978531e3,revision_v1_primary_v2_payload_fidelity_v2__730375f93285978531e3,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,177,32144693049d1781ee434e35c2605dcb8716b49185ce2259c8dc0a36b0a5619e,75664e80c3271bddd1e3ebbf11771dbe8dd67338f119e77d714ca07fff445461,en,experiment_generated_internal,not_manually_reviewed
B0484,C51a16afab77b768231df2d0e,rankcloak_hex_nibble,forum_question_answer,forum_question_answer_template_1,forum_practical_answer,revision_v1_hmac_sha256_hex_013,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,full_message,nonseg_hex_nibble_b16,None,revision_v1_primary_v2_payload_fidelity_v2__8079f56c8368e3fb1e92,revision_v1_primary_v2_payload_fidelity_v2__8079f56c8368e3fb1e92,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,1029,059dd1f48510879612742f1548dbce2b08d5517fe78012110850a896f6b60bea,66fb40768e3837c6c32a06e95f58897927c2d6c39b95858d7ab1a5449e211f45,en,experiment_generated_internal,not_manually_reviewed
B0485,C076da129e5d5815c04a617e2,direct_subword_calgacus,professional_communication,professional_communication_template_2,professional_schedule_note,revision_v1_token_128_bit_hex_032,token_128_bit_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,direct_subword_calgacus,None,revision_v1_primary_v2_payload_fidelity_v2__f63d6325675b33af8729,revision_v1_primary_v2_payload_fidelity_v2__f63d6325675b33af8729,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,2969,caff28287e16769b91739f3c5a70e8ea0f69f29d542618ae7bab0848b90a0b87,3373f6dbd3f352629ea238586e87071890828e4facfbc4a4a33a826e73626097,en,experiment_generated_internal,not_manually_reviewed
B0486,C1566ee6651a5e7f2e05ee167,rankcloak_segmented_forced_span,procedural_instructions,procedural_instructions_template_1,procedure_simple_meal,revision_v1_sha256_hex_057,sha256_hex,llama3_8b_instruct_q4_k_m,forced_span,segmented_hex_multi_topic,deterministic_six_category_rotation,revision_v1_primary_v2_payload_fidelity_v2__eac45a59f34ab4a63fc3,revision_v1_primary_v2_payload_fidelity_v2__eac45a59f34ab4a63fc3,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,810,ffdc94db9603339eea2e5ddec984db272357ef42c0ebe0148f3828f0fea5e64c,0a1efa8cf28f8c849dd39c1f251b060f7924c0a59bee7317e0b035835a818b71,en,experiment_generated_internal,not_manually_reviewed
B0487,Cbda7d464d846005a9003830d,direct_subword_calgacus,factual_explanatory_prose,factual_explanatory_prose_template_2,explain_everyday_system,revision_v1_token_128_bit_hex_008,token_128_bit_hex,llama3_8b_instruct_q4_k_m,full_message,direct_subword_calgacus,None,revision_v1_primary_v2_payload_fidelity_v2__86354373d988ce008c01,revision_v1_primary_v2_payload_fidelity_v2__86354373d988ce008c01,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,2633,9d9ada721cc4dd21436aaaf438408804244731ab82afc0a9e5e4d551523f1b99,7bb58e3f59a09dcd9065502cf0ce357d3576da5bbaef680ed334dbc179ed8e2e,en,experiment_generated_internal,not_manually_reviewed
B0488,C22a6c1339777532e84676a06,ordinary_llm_control,professional_communication,professional_communication_template_2,professional_schedule_note,revision_v1_hmac_sha256_hex_036,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,full_message,ordinary_llm_control,,revision_v1_primary_v2_payload_fidelity_v2__bbff52839d6581db1587,revision_v1_primary_v2_payload_fidelity_v2__1601a7c0c4605caf0de0,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,1357,d7f46346b10a1c9af7f460447790494b6683c05ef149475aef73575d0344cec9,06e36c840930a9d7bd9322901d93e4581efabc784ad28bb7ccbbb5e4bffe1a66,en,experiment_generated_internal,not_manually_reviewed
B0489,C9082b3a107c48b503bf1e703,rankcloak_ascii_b8,procedural_instructions,procedural_instructions_template_2,procedure_home_task,revision_v1_nonce_96_bit_hex_049,nonce_96_bit_hex,llama3_8b_instruct_q4_k_m,full_message,nonseg_ascii_b8,None,revision_v1_primary_v2_payload_fidelity_v2__896e29f2d1130b97c711,revision_v1_primary_v2_payload_fidelity_v2__896e29f2d1130b97c711,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,2369,c9eb1db4dd7940a07cf9dc988ff79e01ef7c7d9b2097d40862919cb84831746f,ba7be6fe72115b793650ad30259a0a09fc00ba5e7df7a61c82768d4baf2365c0,en,experiment_generated_internal,not_manually_reviewed
B0490,Ce1cb5f2806a9b7d71c864f6c,rankcloak_segmented_full_message,personal_narrative_blog,personal_narrative_blog_template_3,narrative_learning_moment,revision_v1_hmac_sha256_hex_002,hmac_sha256_hex,qwen2_5_7b_instruct_q4_k_m,full_message,segmented_hex_multi_topic,deterministic_six_category_rotation,revision_v1_primary_v2_payload_fidelity_v2__5006de6b0d7cd8756001,revision_v1_primary_v2_payload_fidelity_v2__5006de6b0d7cd8756001,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,880,aedcc4fda4578a602d3d4331844b1daee7d41f4751edcb673d05b3eba5d09ce8,6e6cf65e0853d0d47ccc88b89abf764022b35e84c7d7e1d1116265896db677ba,en,experiment_generated_internal,not_manually_reviewed
B0492,Cb504dd9dbadf37dcc34c031a,rankcloak_segmented_full_message,professional_communication,professional_communication_template_3,professional_process_email,revision_v1_nonce_96_bit_hex_009,nonce_96_bit_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,segmented_hex_single_topic,single_assigned_prompt,revision_v1_primary_v2_payload_fidelity_v2__7a2031040559a151a746,revision_v1_primary_v2_payload_fidelity_v2__7a2031040559a151a746,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,1815,12d48d462a37011ab654a707d54b8ac41eab18cd032675bf01ff7e314dc86fc7,10a0ba3ccf33659679b5b77798fb800aa5d71d250d51480a45d88dba5f7c3919,en,experiment_generated_internal,not_manually_reviewed
B0493,Cc118f7bb9fe8a3ed7198f5f4,direct_subword_calgacus,procedural_instructions,procedural_instructions_template_3,procedure_garden_task,revision_v1_hmac_sha256_hex_008,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,full_message,direct_subword_calgacus,None,revision_v1_primary_v2_payload_fidelity_v2__d8032b6dfdbe8abb426a,revision_v1_primary_v2_payload_fidelity_v2__d8032b6dfdbe8abb426a,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,953,d8963079bee4e02cdb7ec5e6fd4f11e94cc7ba108c2a8a2516159ad229e79bca,b04f3147da3825310e34e0dcae51bf55c74e25e31419aef0d1b46c6165d69fa0,en,experiment_generated_internal,not_manually_reviewed
B0494,Ca761819c741853113e6e0d79,rankcloak_segmented_forced_span,personal_narrative_blog,personal_narrative_blog_template_1,narrative_small_discovery,revision_v1_token_128_bit_hex_048,token_128_bit_hex,qwen2_5_7b_instruct_q4_k_m,forced_span,segmented_hex_single_topic,single_assigned_prompt,revision_v1_primary_v2_payload_fidelity_v2__b4948153543f86e12e04,revision_v1_primary_v2_payload_fidelity_v2__b4948153543f86e12e04,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,3201,f4007312dafc9b6eab38cb22b86a263044e64ab9e972809622405bb0b47f8445,ac8b9caaf2c3b08b1a26ef41b9594b48f49866f890424f37df4f6c6708f3f8d9,en,experiment_generated_internal,not_manually_reviewed
B0495,C6a3217f939245925930de3a0,rankcloak_segmented_full_message,forum_question_answer,forum_question_answer_template_2,forum_purchase_advice,revision_v1_hmac_sha256_hex_012,hmac_sha256_hex,qwen2_5_7b_instruct_q4_k_m,full_message,segmented_hex_single_topic,single_assigned_prompt,revision_v1_primary_v2_payload_fidelity_v2__ddd19fcf2b250ec8e0ac,revision_v1_primary_v2_payload_fidelity_v2__ddd19fcf2b250ec8e0ac,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,1017,01e347e42a39784fd2666d41fabefc8b0b940ef7cf16db27169e73a1aea92713,042abb6887ed4b61eeb4fe507028930abd88658e0af0cc405f1f934ef79b5d51,en,experiment_generated_internal,not_manually_reviewed
B0496,Cc0943849185bf797e3842e3b,rankcloak_segmented_full_message,casual_conversation,casual_conversation_template_3,casual_neighborhood_chat,revision_v1_sha256_hex_004,sha256_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,segmented_hex_multi_topic,deterministic_six_category_rotation,revision_v1_primary_v2_payload_fidelity_v2__ec0c69ec2c59c829b602,revision_v1_primary_v2_payload_fidelity_v2__ec0c69ec2c59c829b602,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,68,c8c232a1444fc04759bd902399f962ae74441ca60e7ee1eb6e76832916bb07c5,a0f69a4c63458dc76d96d69d8258a85bc523eae39ac40a0f77024ef3c7a0ea3f,en,experiment_generated_internal,not_manually_reviewed
B0497,Ce1e030ec62a3343cb62a3354,rankcloak_ascii_b16,casual_conversation,casual_conversation_template_3,casual_neighborhood_chat,revision_v1_hmac_sha256_hex_011,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,full_message,nonseg_ascii_b16,None,revision_v1_primary_v2_payload_fidelity_v2__08b355d621216f8ffb68,revision_v1_primary_v2_payload_fidelity_v2__08b355d621216f8ffb68,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,999,555c68d530007b3f0c9ad7c41e05149a4b699be925c49ce86f73c43f79c8d5ba,d3452fc178ad8a2ba6486716270774eb01b82944a504875df348bccb8e96831d,en,experiment_generated_internal,not_manually_reviewed
B0498,C900ad729da5dd1c073a44b35,rankcloak_segmented_forced_span,personal_narrative_blog,personal_narrative_blog_template_2,narrative_local_walk,revision_v1_token_128_bit_hex_053,token_128_bit_hex,mistral_7b_instruct_v0_3_q4_k_m,forced_span,segmented_hex_single_topic,single_assigned_prompt,revision_v1_primary_v2_payload_fidelity_v2__bed43a56fd6ec6cf3833,revision_v1_primary_v2_payload_fidelity_v2__bed43a56fd6ec6cf3833,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,3271,8e3c9d9ccddfaea64d2036dd010b6f7469995f5a6e70183f669515750166844d,dfc054a0760dc9b4779daf85e85aed50ec65bbd2cada1115eb1b73ff0eb56ebe,en,experiment_generated_internal,not_manually_reviewed
B0499,Ccd56146f4f7f9ded2f28d9e6,rankcloak_ascii_b8,procedural_instructions,procedural_instructions_template_3,procedure_garden_task,revision_v1_sha256_hex_019,sha256_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,nonseg_ascii_b8,None,revision_v1_primary_v2_payload_fidelity_v2__9c6ff20b5c6acd15cfa1,revision_v1_primary_v2_payload_fidelity_v2__9c6ff20b5c6acd15cfa1,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,269,109cc2368ce576535354104302b307c01020a8bd3c2862d704e2c771d468ac57,6c92cb789dab9bb9b0adc75d8f8bef9bedb24ac89226460cb14d54a8772a0a81,en,experiment_generated_internal,not_manually_reviewed
B0500,C183a6c8ee12106f56f72d60f,rankcloak_hex_nibble,procedural_instructions,procedural_instructions_template_1,procedure_simple_meal,revision_v1_token_128_bit_hex_054,token_128_bit_hex,llama3_8b_instruct_q4_k_m,full_message,nonseg_hex_nibble_b16,None,revision_v1_primary_v2_payload_fidelity_v2__e0915aa534c025f78c34,revision_v1_primary_v2_payload_fidelity_v2__e0915aa534c025f78c34,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,3283,7e8e46d3113af31e24a56244f769b3d7bfbcf431724a313afaa8441c0068a0e8,0fcfb67a2a1638580e1d5d5b6fee135d7306eddf50327ecf6f883a9ee014ac71,en,experiment_generated_internal,not_manually_reviewed
B0501,C0c73470553dd9af5702ec720,direct_subword_calgacus,procedural_instructions,procedural_instructions_template_2,procedure_home_task,revision_v1_hmac_sha256_hex_006,hmac_sha256_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,direct_subword_calgacus,None,revision_v1_primary_v2_payload_fidelity_v2__97247a75b42579bdfd6b,revision_v1_primary_v2_payload_fidelity_v2__97247a75b42579bdfd6b,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,925,cbd198763527878d53dc740e73b923f93a00c2abe628b36a17fe09750bdbb959,1868681a397033b222f7d27364a95fa4196968158fc804f9fa9053682726e62b,en,experiment_generated_internal,not_manually_reviewed
B0502,C5cc5ade98c7d62723291be61,rankcloak_segmented_forced_span,casual_conversation,casual_conversation_template_3,casual_neighborhood_chat,revision_v1_sha256_hex_022,sha256_hex,mistral_7b_instruct_v0_3_q4_k_m,forced_span,segmented_hex_multi_topic,deterministic_six_category_rotation,revision_v1_primary_v2_payload_fidelity_v2__d3eb3902a6913654b230,revision_v1_primary_v2_payload_fidelity_v2__d3eb3902a6913654b230,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,320,e0f4b3a2a83964d07eeeb9ebda867768fd84e73ba6152ff5a70907249f72cab3,334aa019e4c410bee88d0aa04ec6ac65c23e2c18d7b5f155e04b29957586fe4b,en,experiment_generated_internal,not_manually_reviewed
B0503,Ce039d6c075db703b1749d5a5,rankcloak_segmented_full_message,forum_question_answer,forum_question_answer_template_3,forum_learning_answer,revision_v1_token_128_bit_hex_010,token_128_bit_hex,qwen2_5_7b_instruct_q4_k_m,full_message,segmented_hex_single_topic,single_assigned_prompt,revision_v1_primary_v2_payload_fidelity_v2__e8bf380c5cf3774fc0ad,revision_v1_primary_v2_payload_fidelity_v2__e8bf380c5cf3774fc0ad,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,2669,6fc9e7512fd3638bee7308e370e18743f0abebe52fc36cd90a6015637f9a41b9,c819715993aaf46b6fe68deaf2171d628d8d0a43c360726ceee9da87a00c087b,en,experiment_generated_internal,not_manually_reviewed
B0504,Cd4c3260419a85318a949ca20,rankcloak_hex_nibble,procedural_instructions,procedural_instructions_template_1,procedure_simple_meal,revision_v1_hmac_sha256_hex_025,hmac_sha256_hex,qwen2_5_7b_instruct_q4_k_m,full_message,nonseg_hex_nibble_b16,None,revision_v1_primary_v2_payload_fidelity_v2__539837d66854b161e57c,revision_v1_primary_v2_payload_fidelity_v2__539837d66854b161e57c,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,1197,154392ba6bc8c8cec3daa94b3372a2b33fdec7274dcffda70c2a4a4fd9527fda,81583bbd404d43f092a55f6214388f935212ab11b64c888a87b34fb12a871947,en,experiment_generated_internal,not_manually_reviewed
B0505,C449d000bd22c6daa7267b1eb,direct_subword_calgacus,casual_conversation,casual_conversation_template_3,casual_neighborhood_chat,revision_v1_token_128_bit_hex_001,token_128_bit_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,direct_subword_calgacus,None,revision_v1_primary_v2_payload_fidelity_v2__cec3d143b6d81ed2f01a,revision_v1_primary_v2_payload_fidelity_v2__cec3d143b6d81ed2f01a,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,2535,8aede162bc01a73b0aa6daf89621d82ab0a2321a34329e0a40f4730794e943f5,f0e14e23c38cd18c81f09104382ee5eccc0954b6d9242a625449c267003c4766,en,experiment_generated_internal,not_manually_reviewed
B0506,C8755e12103b0f28402f8191b,rankcloak_segmented_forced_span,professional_communication,professional_communication_template_2,professional_schedule_note,revision_v1_nonce_96_bit_hex_028,nonce_96_bit_hex,qwen2_5_7b_instruct_q4_k_m,forced_span,segmented_hex_multi_topic,deterministic_six_category_rotation,revision_v1_primary_v2_payload_fidelity_v2__6053fd84bd8b267c1a2c,revision_v1_primary_v2_payload_fidelity_v2__6053fd84bd8b267c1a2c,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,2084,75910dbca3ffcaa72f11b5db802000e0d4779f8ec7dae6d87ca7eff479233fb5,17d75938d925336881a5bef85d123d213c719b116868ca218209012dde675902,en,experiment_generated_internal,not_manually_reviewed
B0508,Ca978ad9172205286ae8eb34d,rankcloak_ascii_b8,procedural_instructions,procedural_instructions_template_3,procedure_garden_task,revision_v1_token_128_bit_hex_004,token_128_bit_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,nonseg_ascii_b8,None,revision_v1_primary_v2_payload_fidelity_v2__e55bc0ab44e9e7463187,revision_v1_primary_v2_payload_fidelity_v2__e55bc0ab44e9e7463187,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,2579,a874f4da1cad5b23f2e8a0509f6552e83d5739870641ea60081260a9f3a90243,f57246f8d5900ef41f2901667c0b1d6d75b3fc4208598ae2d81805f51fb0847e,en,experiment_generated_internal,not_manually_reviewed
B0510,C69c1225572b9463d3b0066a3,rankcloak_ascii_b8,procedural_instructions,procedural_instructions_template_1,procedure_simple_meal,revision_v1_sha256_hex_003,sha256_hex,llama3_8b_instruct_q4_k_m,full_message,nonseg_ascii_b8,None,revision_v1_primary_v2_payload_fidelity_v2__e0706e88a3a9a987e31f,revision_v1_primary_v2_payload_fidelity_v2__e0706e88a3a9a987e31f,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,45,5409ad4d7f3cf0905a874457af2f26f832373e1cc780e578f969f9a595687bb0,71d25a5b77ad11586f5571550cc8299333cb8a2e60f86e3383a80ec7862fbac5,en,experiment_generated_internal,not_manually_reviewed
B0511,Ca543155f3d442b438eb458ec,rankcloak_hex_nibble,factual_explanatory_prose,factual_explanatory_prose_template_1,explain_weather_pattern,revision_v1_token_128_bit_hex_006,token_128_bit_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,nonseg_hex_nibble_b16,None,revision_v1_primary_v2_payload_fidelity_v2__d24549fe7f96ecd0adbd,revision_v1_primary_v2_payload_fidelity_v2__d24549fe7f96ecd0adbd,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,2611,ed3db15e5dfce1aae27b0fa542e8bd4a3138cdfc3715915c2c0ad575f9f3ff7d,ab2e3e6ffc1163f70e8064947f98cb0da3e0ed8a26ef79553a16787ccdf62f73,en,experiment_generated_internal,not_manually_reviewed
B0512,Cd738e54cbe8ae0a3d3927e3f,rankcloak_ascii_b16,casual_conversation,casual_conversation_template_2,casual_hobby_chat,revision_v1_sha256_hex_005,sha256_hex,qwen2_5_7b_instruct_q4_k_m,full_message,nonseg_ascii_b16,None,revision_v1_primary_v2_payload_fidelity_v2__3969206ccb0d8e551905,revision_v1_primary_v2_payload_fidelity_v2__3969206ccb0d8e551905,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,75,d4635892bb0940459b163d3b82f0c204f4c5a35ae3eab2abb6941d54eaf6e32d,99b93baeddd73520f894bd47dfc56da568bd81da1410274bcb58aeeab2ce1b83,en,experiment_generated_internal,not_manually_reviewed
B0513,Ccf6398ff2ff166aa9a3fa108,ordinary_llm_control,forum_question_answer,forum_question_answer_template_1,forum_practical_answer,revision_v1_sha256_hex_006,sha256_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,ordinary_llm_control,,revision_v1_primary_v2_payload_fidelity_v2__5629d9ff9747e21802fc,revision_v1_primary_v2_payload_fidelity_v2__a0cec1b3fe0ed074bc8f,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,92,7652536e825a236984c3b95984ab49cc69cda5a983c58dfe474b935aa213413b,c6c2522d29ad5a07f7f42d8c86678b07fe1e75b8626df8618b300991e85b5953,en,experiment_generated_internal,not_manually_reviewed
B0516,C9662a3677eb800dc2d6bac36,rankcloak_ascii_b16,procedural_instructions,procedural_instructions_template_3,procedure_garden_task,revision_v1_nonce_96_bit_hex_030,nonce_96_bit_hex,qwen2_5_7b_instruct_q4_k_m,full_message,nonseg_ascii_b16,None,revision_v1_primary_v2_payload_fidelity_v2__339f9decadc4e02227ab,revision_v1_primary_v2_payload_fidelity_v2__339f9decadc4e02227ab,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,2105,44a0ed5fcdb12073cb56529c4944a52ee8955a1206d7b7bfdc055af5427157a0,fc1fd43968baea2b4c485a6d04789e93192ce653f191af30d3adbae77d5408bc,en,experiment_generated_internal,not_manually_reviewed
B0517,C804af6fa74c64fc7e13c5e46,rankcloak_segmented_forced_span,professional_communication,professional_communication_template_3,professional_process_email,revision_v1_hmac_sha256_hex_059,hmac_sha256_hex,qwen2_5_7b_instruct_q4_k_m,forced_span,segmented_hex_single_topic,single_assigned_prompt,revision_v1_primary_v2_payload_fidelity_v2__92fdb9fd156ca8219f0d,revision_v1_primary_v2_payload_fidelity_v2__92fdb9fd156ca8219f0d,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,1675,ee596fa99183f7bc86d8bb931f9366cdd0463362509f6a4e612b9419138c799b,e5b41fbf29eb517a2bb5d8039aa86eed9d6a9033888610f5b77c996d3c0a7211,en,experiment_generated_internal,not_manually_reviewed
B0518,C565ec78e1776b08a9975e3bd,rankcloak_ascii_b16,procedural_instructions,procedural_instructions_template_2,procedure_home_task,revision_v1_sha256_hex_002,sha256_hex,qwen2_5_7b_instruct_q4_k_m,full_message,nonseg_ascii_b16,None,revision_v1_primary_v2_payload_fidelity_v2__758a3e138d9ac8d41c08,revision_v1_primary_v2_payload_fidelity_v2__758a3e138d9ac8d41c08,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,33,f06f817074d405516d50695b2609c5dd7b782dc161227c550d6d34b290e615ae,788567f87872c9395a5608065af983574a7e86cf3cf4be2ccdfd088cd0eb3b3f,en,experiment_generated_internal,not_manually_reviewed
B0519,C970a20e1f2a74dd3ad11cb1d,direct_subword_calgacus,personal_narrative_blog,personal_narrative_blog_template_2,narrative_local_walk,revision_v1_token_128_bit_hex_017,token_128_bit_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,direct_subword_calgacus,None,revision_v1_primary_v2_payload_fidelity_v2__06d5e28efd1af751e7a1,revision_v1_primary_v2_payload_fidelity_v2__06d5e28efd1af751e7a1,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,2759,42e9aea8cf548df6831ecb62368738559e5ea2282bcea3a57a601d1baf082100,75101a63ddacf859767bdf11616f88f57581a1d42eeb245e557fc8728ef237e9,en,experiment_generated_internal,not_manually_reviewed
B0520,Cd6ecf04c364d212597b548a1,rankcloak_segmented_forced_span,professional_communication,professional_communication_template_3,professional_process_email,revision_v1_nonce_96_bit_hex_027,nonce_96_bit_hex,mistral_7b_instruct_v0_3_q4_k_m,forced_span,segmented_hex_single_topic,single_assigned_prompt,revision_v1_primary_v2_payload_fidelity_v2__f4f257ee947e761e23f5,revision_v1_primary_v2_payload_fidelity_v2__f4f257ee947e761e23f5,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,2067,f4e022bd6850c2c2850986778e310e37ef20e0ab3fc1b392da45097202441988,1825e872b673f8357e47fc10a405cc791451e277eaaf979f51f4e77732f8e598,en,experiment_generated_internal,not_manually_reviewed
B0521,C60bba4d476b72c1375bb4453,rankcloak_ascii_b8,factual_explanatory_prose,factual_explanatory_prose_template_2,explain_everyday_system,revision_v1_token_128_bit_hex_044,token_128_bit_hex,llama3_8b_instruct_q4_k_m,full_message,nonseg_ascii_b8,None,revision_v1_primary_v2_payload_fidelity_v2__27d47589452efcc00952,revision_v1_primary_v2_payload_fidelity_v2__27d47589452efcc00952,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,3139,c75b9f4414e50e8eeee53029bde80c46d106df0a8d01fe44cbf343df44e6b9f5,b4cb21c89d9002982559bce41578e31942c37fcc26d8d6b33f7267843938cd9f,en,experiment_generated_internal,not_manually_reviewed
B0522,C3e695427ef7cd633dcd03bce,ordinary_llm_control,casual_conversation,casual_conversation_template_2,casual_hobby_chat,revision_v1_nonce_96_bit_hex_016,nonce_96_bit_hex,llama3_8b_instruct_q4_k_m,full_message,ordinary_llm_control,,revision_v1_primary_v2_payload_fidelity_v2__06943792408ec3e655c2,revision_v1_primary_v2_payload_fidelity_v2__0e65822ca24798090081,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,1906,9d2fc10e30b80a7600cbc0b1bea2e201bfb7fd96b57994b889f674964bd6b960,587cce5d82bc92f1a46f78b97ae1ba2741687ebab7facd4a3203aab7f3ac339a,en,experiment_generated_internal,not_manually_reviewed
