evidence_domain,source_stage,study_phase,language,model_id,protocol_variant,representation_name,alphabet_size_B,segmented,tail_policy,token_filter,leadin_tokens,topic_schedule,outcome,group_record_count,n,missing_n,payload_units,mean,standard_deviation,median,minimum,maximum,ci_low,ci_high,confidence_level,interval_method,bootstrap_resamples,bootstrap_seed
quality_penalty,primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,0,single_assigned_prompt,Delta_B_nats_per_forced_token,240,240,0,240,3.6899936142067116,0.4458549329673669,3.656785386304061,2.3093005816141763,5.659239927927653,3.633698325419488,3.7466883196821437,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_bound_margin,primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,0,single_assigned_prompt,minimum_lower_margin_nats,240,240,0,240,0.03053101698557536,0.14502474086084,0.0,0.0,1.4156370162963867,0.014046953717867535,0.0501849627494812,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_bound_margin,primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,0,single_assigned_prompt,minimum_upper_margin_nats,240,240,0,240,0.006343626976013183,0.028251784937789057,0.0,0.0,0.3353700637817383,0.003261479039986929,0.010270740091800686,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_surprisal,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,direct_subword,not_applicable,False,none,none,0,not_applicable,Q_B_nats_per_forced_token,480,480,0,480,5.866267811562121,1.0701162323771982,5.566213411966454,3.779297564698531,8.740350770364998,5.774168829470424,5.958083059592196,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_greedy_endpoint,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,direct_subword,not_applicable,False,none,none,0,not_applicable,Q_greedy_nats_per_forced_token,480,480,0,480,1.004148474916889,0.28511092801216525,0.9530983800596032,0.38112940917144206,2.2984328894712247,0.9788294672007023,1.0281295819499994,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_penalty,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,direct_subword,not_applicable,False,none,none,0,not_applicable,Delta_B_nats_per_forced_token,480,480,0,480,4.862119336645232,0.9638461185793399,4.736114819117894,2.821551481882731,7.968999780860602,4.7781697285691465,4.950757114427339,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_bound_margin,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,direct_subword,not_applicable,False,none,none,0,not_applicable,minimum_lower_margin_nats,480,480,0,480,0.1549219896396001,0.39514271427050585,0.0,0.0,2.5463414192199707,0.12061719350516796,0.18947362609207632,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_residual,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,forced_position_residual_tokens,480,480,0,480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_tail_overhead,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,tail_overhead_tokens,480,480,0,480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_total_overhead,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,cover_length_residual_tokens,480,480,0,480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_rate,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,observed_rate_bits_per_forced_token,480,480,0,480,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_effective_rate,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,R_effective_bits_per_forced_plus_tail_token,480,480,0,480,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_code_space,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,code_space_utilization,480,480,0,480,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_code_space,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,unused_codeword_fraction,480,480,0,480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_surprisal,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,Q_B_nats_per_forced_token,480,480,0,480,4.327720748642548,0.30526828317049604,4.304933125909049,3.530989814869939,5.685330588255339,4.301252295285496,4.353989086192109,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_greedy_endpoint,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,Q_greedy_nats_per_forced_token,480,480,0,480,0.8771475059445107,0.1390541961738553,0.8725383766375843,0.49943685930058446,1.4641590705239544,0.864691724090098,0.8898194290435811,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_rank_B_endpoint,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,Q_rank_B_nats_per_forced_token,480,480,0,480,6.3910523658445815,0.44392004342027513,6.335105316487992,5.52946953508879,8.21046511730636,6.350983751825991,6.431175166102458,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_penalty,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,Delta_B_nats_per_forced_token,480,480,0,480,3.450573242698037,0.38827111472592046,3.4163359813392162,2.066830744345983,5.054533123970032,3.41584114820277,3.4852838944386604,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_bound_margin,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,minimum_lower_margin_nats,480,480,0,480,0.015379110972086588,0.07329263297947347,0.0,0.0,0.8451118469238281,0.009450266609589258,0.02285001521309217,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_bound_margin,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,minimum_upper_margin_nats,480,480,0,480,0.23089663485685985,0.23078776326747835,0.16982507705688477,0.0,0.9340238571166992,0.21001168159147104,0.2509348676353693,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_residual,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,forced_position_residual_tokens,480,480,0,480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_tail_overhead,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,tail_overhead_tokens,480,480,0,480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_total_overhead,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,cover_length_residual_tokens,480,480,0,480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_rate,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,observed_rate_bits_per_forced_token,480,480,0,480,2.993637131754009,0.006824793120868606,2.9941520467836256,2.9767441860465116,3.0,2.992996190975507,2.994252880421992,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_effective_rate,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,R_effective_bits_per_forced_plus_tail_token,480,480,0,480,2.993637131754009,0.006824793120868606,2.9941520467836256,2.9767441860465116,3.0,2.9929853238727278,2.9942517930938113,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_code_space,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,code_space_utilization,480,480,0,480,0.59375,0.24829796397555298,0.5,0.25,1.0,0.5729036458333333,0.6151171874999999,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_code_space,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,unused_codeword_fraction,480,480,0,480,0.40625,0.24829796397555298,0.5,0.0,0.75,0.38333333333333336,0.4276041666666667,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_surprisal,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,Q_B_nats_per_forced_token,480,480,0,480,3.6899538153004894,0.23106060219401642,3.661432968624026,3.0397727060829913,4.743986821948725,3.6695370499376034,3.710286662042554,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_greedy_endpoint,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,Q_greedy_nats_per_forced_token,480,480,0,480,0.8031090870675379,0.11212665326072044,0.8040904806102325,0.47624988884399455,1.3134544917111048,0.7926868473484098,0.8128569824489228,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_rank_B_endpoint,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,Q_rank_B_nats_per_forced_token,480,480,0,480,5.317195002281261,0.3576034417052375,5.281426795406681,4.022778006682919,7.112275912641722,5.284931255131714,5.349861892561102,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_penalty,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,Delta_B_nats_per_forced_token,480,480,0,480,2.8868447282329517,0.30624932864055343,2.858821148490882,1.7263182143718876,4.249551773071289,2.8596887970058567,2.914036187191633,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_bound_margin,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,minimum_lower_margin_nats,480,480,0,480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_bound_margin,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,minimum_upper_margin_nats,480,480,0,480,0.0014908830324808755,0.007953298569854996,0.0,0.0,0.09803199768066406,0.0008365570505460104,0.002247149795293808,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_residual,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,hex_nibble,16.0,False,none,none,0,not_applicable,forced_position_residual_tokens,240,240,0,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_tail_overhead,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,hex_nibble,16.0,False,none,none,0,not_applicable,tail_overhead_tokens,240,240,0,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_total_overhead,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,hex_nibble,16.0,False,none,none,0,not_applicable,cover_length_residual_tokens,240,240,0,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_rate,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,hex_nibble,16.0,False,none,none,0,not_applicable,observed_rate_bits_per_forced_token,240,240,0,240,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_effective_rate,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,hex_nibble,16.0,False,none,none,0,not_applicable,R_effective_bits_per_forced_plus_tail_token,240,240,0,240,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_code_space,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,hex_nibble,16.0,False,none,none,0,not_applicable,code_space_utilization,240,240,0,240,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_code_space,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,hex_nibble,16.0,False,none,none,0,not_applicable,unused_codeword_fraction,240,240,0,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_surprisal,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,hex_nibble,16.0,False,none,none,0,not_applicable,Q_B_nats_per_forced_token,240,240,0,240,4.956680684431592,0.48510548358657635,4.879912005923565,3.95744446278424,6.801389946317996,4.899084814374872,5.01911754006952,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_greedy_endpoint,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,hex_nibble,16.0,False,none,none,0,not_applicable,Q_greedy_nats_per_forced_token,240,240,0,240,0.8185592876006658,0.16127725997953263,0.8170491848156064,0.29498609753763544,1.3009922127753164,0.7980864942452873,0.8385997805660346,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_rank_B_endpoint,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,hex_nibble,16.0,False,none,none,0,not_applicable,Q_rank_B_nats_per_forced_token,240,240,0,240,6.563108341870242,0.6243548300231296,6.439376241065672,5.425439856532183,10.026466258886614,6.485013847501982,6.64660786399781,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_penalty,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,hex_nibble,16.0,False,none,none,0,not_applicable,Delta_B_nats_per_forced_token,240,240,0,240,4.138121396830926,0.6004527548054974,4.045620705932379,2.8905379623174667,6.307426790396373,4.0611910988318005,4.214608051758001,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_bound_margin,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,hex_nibble,16.0,False,none,none,0,not_applicable,minimum_lower_margin_nats,240,240,0,240,0.04341382582982381,0.15735518724252578,0.0,0.0,0.977595329284668,0.025033008356889087,0.06326300183931986,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_bound_margin,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,hex_nibble,16.0,False,none,none,0,not_applicable,minimum_upper_margin_nats,240,240,0,240,0.007938402891159057,0.034943207389122294,0.0,0.0,0.32864856719970703,0.004101857841014864,0.01266739949584007,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_residual,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,0,deterministic_six_category_rotation,forced_position_residual_tokens,240,240,0,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_tail_overhead,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,0,deterministic_six_category_rotation,tail_overhead_tokens,240,240,0,240,288.29583333333335,210.34697372425205,274.5,24.0,922.0,263.23052083333334,315.555,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_total_overhead,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,0,deterministic_six_category_rotation,cover_length_residual_tokens,240,240,0,240,288.29583333333335,210.34697372425205,274.5,24.0,922.0,263.1542708333334,314.6878125,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_rate,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,0,deterministic_six_category_rotation,observed_rate_bits_per_forced_token,240,240,0,240,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_effective_rate,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,0,deterministic_six_category_rotation,R_effective_bits_per_forced_plus_tail_token,240,240,0,240,0.7580966907869012,0.4135106580329111,0.5988312285232769,0.17550274223034734,2.0,0.708927232066934,0.8107836200618771,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_code_space,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,0,deterministic_six_category_rotation,code_space_utilization,240,240,0,240,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_code_space,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,0,deterministic_six_category_rotation,unused_codeword_fraction,240,240,0,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_surprisal,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,0,deterministic_six_category_rotation,Q_B_nats_per_forced_token,240,240,0,240,5.097686420791685,0.4065986377012185,5.086300497745585,4.025721257383073,6.741410570641008,5.0443004462731444,5.149750621253772,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_greedy_endpoint,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,0,deterministic_six_category_rotation,Q_greedy_nats_per_forced_token,240,240,0,240,0.7383867659676462,0.10788850473933398,0.7351495392879928,0.43525781943850544,1.0442512442447052,0.7246459005126498,0.7516834435754901,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_rank_B_endpoint,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,0,deterministic_six_category_rotation,Q_rank_B_nats_per_forced_token,240,240,0,240,6.702537673905083,0.41905821080724237,6.674098960794504,5.591306335277881,7.992455098675553,6.650999894895026,6.753991539782334,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_penalty,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,0,deterministic_six_category_rotation,Delta_B_nats_per_forced_token,240,240,0,240,4.359299654824039,0.46320489274348586,4.369204808026552,3.0941338688135147,6.163968642552693,4.302436040396182,4.416309307414469,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_bound_margin,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,0,deterministic_six_category_rotation,minimum_lower_margin_nats,240,240,0,240,0.055856513977050784,0.21891986960905213,0.0,0.0,1.7767457962036133,0.03098073889811834,0.08607007652521133,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_bound_margin,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,0,deterministic_six_category_rotation,minimum_upper_margin_nats,240,240,0,240,0.005512082576751709,0.02507682419309904,0.0,0.0,0.23234319686889648,0.002643847515185674,0.009156120220820107,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_residual,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,0,single_assigned_prompt,forced_position_residual_tokens,240,240,0,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_tail_overhead,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,0,single_assigned_prompt,tail_overhead_tokens,240,240,0,240,301.12916666666666,233.11710738730613,283.0,29.0,1107.0,271.4238541666667,329.8826041666666,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_total_overhead,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,0,single_assigned_prompt,cover_length_residual_tokens,240,240,0,240,301.12916666666666,233.11710738730613,283.0,29.0,1107.0,271.2497916666667,331.62135416666666,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_rate,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,0,single_assigned_prompt,observed_rate_bits_per_forced_token,240,240,0,240,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_effective_rate,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,0,single_assigned_prompt,R_effective_bits_per_forced_plus_tail_token,240,240,0,240,0.7513047396176948,0.4193035236203901,0.6313433562010412,0.15440289505428226,1.8285714285714285,0.6983719092223906,0.8047444258209724,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_code_space,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,0,single_assigned_prompt,code_space_utilization,240,240,0,240,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_code_space,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,0,single_assigned_prompt,unused_codeword_fraction,240,240,0,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_surprisal,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,0,single_assigned_prompt,Q_B_nats_per_forced_token,240,240,0,240,5.125152577006863,0.48439260739260537,5.0797189900608135,3.929142965595819,6.974109340371386,5.064712628246694,5.187407563383864,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_greedy_endpoint,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,0,single_assigned_prompt,Q_greedy_nats_per_forced_token,240,240,0,240,0.7349789619572914,0.12794003805523452,0.751815482865683,0.42046483707501425,1.1712972856768946,0.7181861157811401,0.7513884546638286,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_rank_B_endpoint,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,0,single_assigned_prompt,Q_rank_B_nats_per_forced_token,240,240,0,240,6.733267826961853,0.5399445576346782,6.664929235949401,5.318675809821385,9.279172377994145,6.664025275067858,6.799924750146489,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_penalty,primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,0,single_assigned_prompt,Delta_B_nats_per_forced_token,240,240,0,240,4.390173615049571,0.5692700493679946,4.325555555522442,2.757845679918925,6.3887772758801775,4.317813679541255,4.462063546366731,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
