detector,evaluation_id,dimension,level,row_count,positive_count,negative_count,roc_auc,partial_auc_fpr_0_01,partial_auc_unavailable_reason,tpr_at_main_threshold_fpr_0_01,fpr_at_main_threshold_fpr_0_01,low_fpr_0_01_unavailable_reason,tpr_at_main_threshold_fpr_0_001,fpr_at_main_threshold_fpr_0_001,low_fpr_0_001_unavailable_reason,tpr_at_main_threshold_fpr_0_01_ci_low_95,tpr_at_main_threshold_fpr_0_01_ci_high_95,fpr_at_main_threshold_fpr_0_01_ci_low_95,fpr_at_main_threshold_fpr_0_01_ci_high_95,group_count,available,roc_auc_ci_low_95,roc_auc_ci_high_95,partial_auc_fpr_0_01_ci_low_95,partial_auc_fpr_0_01_ci_high_95,threshold_at_fpr_0_01,tpr_at_fpr_0_01,fpr_at_threshold_0_01,false_positives_at_fpr_0_01,fpr_0_001_available,low_fpr_warning
textcnn,model_backed__pooled_quantizations,quantization,Q8_0,384,192,192,0.9962022569444444,0.8030598958333333,,,,,,,,,,,,96.0,True,0.9918077256944444,0.9991861979166666,0.7083333333333334,0.9479166666666666,0.5780910849571228,0.9583333333333334,0.03125,6.0,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__pooled_quantizations,model_id,qwen2_5_7b_instruct_q4_k_m,384,192,192,0.9966362847222222,0.8798828125,,,,,,,,,,,,96.0,True,0.992864990234375,0.9994574652777778,0.7760416666666666,0.984157986111111,0.5780910849571228,0.9635416666666666,0.015625,3.0,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__pooled_quantizations,model_id,qwen2_5_7b_instruct_q8_0,384,192,192,0.9962022569444444,0.8030598958333333,,,,,,,,,,,,96.0,True,0.9918050130208332,0.9991048177083334,0.7083333333333334,0.947705078125,0.5780910849571228,0.9583333333333334,0.03125,6.0,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__pooled_quantizations,codec_id,nonseg_ascii_b16,384,192,192,0.9982096354166666,0.8951822916666667,,,,,,,,,,,,96.0,True,0.9960123697916666,0.9996744791666666,0.8489583333333335,0.984375,0.5780910849571228,0.9791666666666666,0.015625,3.0,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__pooled_quantizations,codec_id,nonseg_ascii_b8,384,192,192,0.9943033854166666,0.7572699652777778,,,,,,,,,,,,96.0,True,0.9881171332465278,0.998617214626736,0.6872775607638889,0.9583333333333331,0.5780910849571228,0.9427083333333334,0.03125,6.0,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__pooled_quantizations,payload_class,aes256_gcm_base64,96,48,48,0.9995659722222222,0.9791666666666669,,,,,,,,,,,,12.0,True,0.9982530381944444,1.0,0.9375,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__pooled_quantizations,payload_class,chacha20_poly1305_base64,96,48,48,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__pooled_quantizations,payload_class,ed25519_signature_base64,96,48,48,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__pooled_quantizations,payload_class,hmac_sha256_hex,96,48,48,0.9965277777777778,0.9166666666666666,,,,,,,,,,,,12.0,True,0.9904405381944444,1.0,0.8541666666666666,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__pooled_quantizations,payload_class,nonce_96_bit_hex,96,48,48,0.9852430555555556,0.5,,,,,,,,,,,,12.0,True,0.9570203993055556,1.0,0.3958333333333332,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__pooled_quantizations,payload_class,sha256_hex,96,48,48,0.9913194444444444,0.8333333333333333,,,,,,,,,,,,12.0,True,0.9752604166666666,1.0,0.7083333333333334,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__pooled_quantizations,payload_class,token_128_bit_hex,96,48,48,0.9956597222222222,0.9166666666666666,,,,,,,,,,,,12.0,True,0.98828125,1.0,0.8333333333333333,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__pooled_quantizations,payload_class,uuid_v4,96,48,48,0.9991319444444444,0.9791666666666669,,,,,,,,,,,,12.0,True,0.9934895833333334,1.0,0.9375,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__pooled_quantizations,representation_name,ascii_b16,384,192,192,0.9982096354166666,0.8951822916666667,,,,,,,,,,,,96.0,True,0.9961480034722222,0.9997287326388888,0.8541666666666666,0.984375,0.5780910849571228,0.9791666666666666,0.015625,3.0,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__pooled_quantizations,representation_name,ascii_b8,384,192,192,0.9943033854166666,0.7572699652777778,,,,,,,,,,,,96.0,True,0.9884982638888888,0.99853515625,0.6865749782986111,0.9583333333333331,0.5780910849571228,0.9427083333333334,0.03125,6.0,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__q4_to_q8,model_id,qwen2_5_7b_instruct_q8_0,384,192,192,0.9927029079861112,0.75390625,,,,,,,,,,,,96.0,True,0.9857835557725696,0.9978298611111112,0.6666666666666666,0.9010416666666666,0.6581659317016602,0.9375,0.0364583333333333,7.0,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__q4_to_q8,codec_id,nonseg_ascii_b16,192,96,96,0.9958767361111112,0.8541666666666666,,,,,,,,,,,,96.0,True,0.9890407986111112,0.9998914930555556,0.78125,0.9895833333333336,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__q4_to_q8,codec_id,nonseg_ascii_b8,192,96,96,0.9886067708333334,0.6979166666666666,,,,,,,,,,,,96.0,True,0.9761284722222222,0.9975043402777778,0.6145833333333334,0.9270833333333334,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__q4_to_q8,payload_class,aes256_gcm_base64,48,24,24,0.9947916666666666,0.8750000000000001,,,,,,,,,,,,12.0,True,0.9826388888888888,1.0,0.75,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__q4_to_q8,payload_class,chacha20_poly1305_base64,48,24,24,0.9982638888888888,0.9583333333333334,,,,,,,,,,,,12.0,True,0.9912760416666666,1.0,0.8750000000000001,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__q4_to_q8,payload_class,ed25519_signature_base64,48,24,24,0.9965277777777778,0.9583333333333334,,,,,,,,,,,,12.0,True,0.9791666666666666,1.0,0.8750000000000001,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__q4_to_q8,payload_class,hmac_sha256_hex,48,24,24,0.9982638888888888,0.9583333333333334,,,,,,,,,,,,12.0,True,0.9895833333333334,1.0,0.8750000000000001,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__q4_to_q8,payload_class,nonce_96_bit_hex,48,24,24,0.9791666666666666,0.5,,,,,,,,,,,,12.0,True,0.921875,1.0,0.2916666666666667,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__q4_to_q8,payload_class,sha256_hex,48,24,24,0.9947916666666666,0.9166666666666666,,,,,,,,,,,,12.0,True,0.9826388888888888,1.0,0.8333333333333333,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__q4_to_q8,payload_class,token_128_bit_hex,48,24,24,0.9826388888888888,0.5833333333333334,,,,,,,,,,,,12.0,True,0.9375,1.0,0.375,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__q4_to_q8,payload_class,uuid_v4,48,24,24,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__q4_to_q8,representation_name,ascii_b16,192,96,96,0.9958767361111112,0.8541666666666666,,,,,,,,,,,,96.0,True,0.9890407986111112,0.9997829861111112,0.78125,0.9791666666666669,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__q4_to_q8,representation_name,ascii_b8,192,96,96,0.9886067708333334,0.6979166666666666,,,,,,,,,,,,96.0,True,0.9755832248263888,0.9977213541666666,0.6041666666666666,0.9166666666666666,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__q8_to_q4,model_id,qwen2_5_7b_instruct_q4_k_m,384,192,192,0.9944118923611112,0.8297526041666666,,,,,,,,,,,,96.0,True,0.9899631076388888,0.9977762858072916,0.7708333333333334,0.9427083333333334,0.5067657828330994,0.9479166666666666,0.0260416666666666,5.0,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__q8_to_q4,codec_id,nonseg_ascii_b16,192,96,96,0.9976128472222222,0.8958333333333334,,,,,,,,,,,,96.0,True,0.9932725694444444,1.0,0.84375,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__q8_to_q4,codec_id,nonseg_ascii_b8,192,96,96,0.9887152777777778,0.75,,,,,,,,,,,,96.0,True,0.9778618706597224,0.9963107638888888,0.6770833333333334,0.9270833333333334,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__q8_to_q4,payload_class,aes256_gcm_base64,48,24,24,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__q8_to_q4,payload_class,chacha20_poly1305_base64,48,24,24,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__q8_to_q4,payload_class,ed25519_signature_base64,48,24,24,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__q8_to_q4,payload_class,hmac_sha256_hex,48,24,24,0.9930555555555556,0.9583333333333334,,,,,,,,,,,,12.0,True,0.9739583333333334,1.0,0.8750000000000001,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__q8_to_q4,payload_class,nonce_96_bit_hex,48,24,24,0.9861111111111112,0.8750000000000001,,,,,,,,,,,,12.0,True,0.9565538194444444,1.0,0.75,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__q8_to_q4,payload_class,sha256_hex,48,24,24,0.9722222222222222,0.7083333333333334,,,,,,,,,,,,12.0,True,0.9427083333333334,1.0,0.5416666666666666,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__q8_to_q4,payload_class,token_128_bit_hex,48,24,24,0.9878472222222222,0.8333333333333333,,,,,,,,,,,,12.0,True,0.9583333333333334,1.0,0.7083333333333334,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__q8_to_q4,payload_class,uuid_v4,48,24,24,0.9930555555555556,0.9583333333333334,,,,,,,,,,,,12.0,True,0.9791666666666666,1.0,0.8750000000000001,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__q8_to_q4,representation_name,ascii_b16,192,96,96,0.9976128472222222,0.8958333333333334,,,,,,,,,,,,96.0,True,0.9930555555555556,1.0,0.8333333333333333,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__q8_to_q4,representation_name,ascii_b8,192,96,96,0.9887152777777778,0.75,,,,,,,,,,,,96.0,True,0.9780815972222222,0.9962022569444444,0.6666666666666666,0.9166666666666666,,,,,False,test negatives do not support the requested empirical resolution
