source_trial_id,model_id,codec_id,payload_class,forced_token_count,mean_forced_rank,median_forced_rank,maximum_forced_rank,mean_rank_pressure_nats
revision_v1_primary_v2_payload_fidelity_v2__eff07f17b6a87be590ac,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,nonce_96_bit_hex,15,934.5333333333333,10.0,10792,4.9346032778422035
revision_v1_primary_v2_payload_fidelity_v2__eff2f71d8b81d9ff04cc,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,token_128_bit_hex,32,8.0,9.0,16,3.6036871671676636
revision_v1_primary_v2_payload_fidelity_v2__eff631aa737b53a9ae3b,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,sha256_hex,64,8.53125,9.0,16,3.3500397950410843
revision_v1_primary_v2_payload_fidelity_v2__f00f590f5837501e225f,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,token_128_bit_hex,32,8.0,7.5,16,3.561379373073578
revision_v1_primary_v2_payload_fidelity_v2__f015d9c20662f083a4dd,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,nonce_96_bit_hex,64,4.125,4.0,8,2.5595267862081528
revision_v1_primary_v2_payload_fidelity_v2__f0197ac3d32ccba9b1df,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,chacha20_poly1305_base64,171,4.175438596491228,4.0,8,2.9728587747317308
revision_v1_primary_v2_payload_fidelity_v2__f01b9197b8bc09d718e0,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,sha256_hex,128,5.2890625,4.5,10,2.7227586209774017
revision_v1_primary_v2_payload_fidelity_v2__f028ad9f5d0bef1ec367,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,uuid_v4,24,136.25,8.0,1606,3.795540690422058
revision_v1_primary_v2_payload_fidelity_v2__f0335218c70edfea9f7f,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,sha256_hex,35,220.05714285714285,24.0,1163,4.931103025163923
revision_v1_primary_v2_payload_fidelity_v2__f040014fda946da4d6b0,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,hmac_sha256_hex,171,4.058479532163743,4.0,8,2.7381382657770525
revision_v1_primary_v2_payload_fidelity_v2__f06c0c2082f0c66d2654,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,sha256_hex,64,8.734375,9.0,16,4.338033631443977
revision_v1_primary_v2_payload_fidelity_v2__f0717d5213b551127aca,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,hmac_sha256_hex,171,4.076023391812866,4.0,8,2.2188012558117247
revision_v1_primary_v2_payload_fidelity_v2__f082eabe44af6c04ced9,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,ed25519_signature_base64,235,4.2893617021276595,4.0,8,2.667359851269012
revision_v1_primary_v2_payload_fidelity_v2__f08cd2e470e6ad019906,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,aes256_gcm_base64,48,719.7708333333334,31.5,20825,4.6529624710480375
revision_v1_primary_v2_payload_fidelity_v2__f09788978a7dae3c8ce0,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,uuid_v4,72,5.569444444444445,5.0,14,3.556416299608019
revision_v1_primary_v2_payload_fidelity_v2__f0b6807a84c705a727ac,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,sha256_hex,40,435.175,8.5,11295,4.744539427757263
revision_v1_primary_v2_payload_fidelity_v2__f0b7b34a00e259f3d799,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,uuid_v4,96,4.354166666666667,5.0,8,3.599692076444626
revision_v1_primary_v2_payload_fidelity_v2__f0c861a128eb5132069b,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,token_128_bit_hex,32,8.21875,9.0,16,5.169120907783508
revision_v1_primary_v2_payload_fidelity_v2__f0cdc1b369695adcc14e,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,token_128_bit_hex,64,4.9375,4.0,10,3.0363167971372604
revision_v1_primary_v2_payload_fidelity_v2__f0d995200b3942cc60bc,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,nonce_96_bit_hex,24,8.708333333333334,8.5,16,4.2592796087265015
revision_v1_primary_v2_payload_fidelity_v2__f0dbc93ef2958d268443,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,uuid_v4,72,5.5,5.0,14,4.037657949659559
revision_v1_primary_v2_payload_fidelity_v2__f0e54791c965a5bcc289,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,sha256_hex,64,9.609375,11.5,16,3.702823117375374
revision_v1_primary_v2_payload_fidelity_v2__f0ecd22c0e3d16eb6b42,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,sha256_hex,59,160.42372881355934,8.0,8854,3.8613830501750366
revision_v1_primary_v2_payload_fidelity_v2__f0f2f1461c2aff9128d7,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,token_128_bit_hex,32,8.46875,8.0,16,3.2241115868091583
revision_v1_primary_v2_payload_fidelity_v2__f0f562fed6e2abad6ce2,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,sha256_hex,171,4.116959064327485,4.0,8,2.0967685242145384
revision_v1_primary_v2_payload_fidelity_v2__f1013ef14db29119ce63,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,sha256_hex,64,8.453125,8.0,16,4.046026214957237
revision_v1_primary_v2_payload_fidelity_v2__f122275c77b2db45857b,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ed25519_signature_base64,176,6.761363636363637,6.0,16,2.8094534386288035
revision_v1_primary_v2_payload_fidelity_v2__f12750077f6729bb40a0,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,hmac_sha256_hex,39,185.5897435897436,13.0,1294,5.013198644686968
revision_v1_primary_v2_payload_fidelity_v2__f13d3da96017feb03c9e,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,hmac_sha256_hex,36,284.44444444444446,11.0,1412,4.805399338404338
revision_v1_primary_v2_payload_fidelity_v2__f13df2c53f0f0afdd4ac,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,token_128_bit_hex,64,5.421875,5.0,10,2.9877587035298347
revision_v1_primary_v2_payload_fidelity_v2__f144e76c92631575ffdb,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,chacha20_poly1305_base64,171,4.181286549707602,4.0,8,2.2974659769158614
revision_v1_primary_v2_payload_fidelity_v2__f14de4ff7fb990b512b6,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,nonce_96_bit_hex,24,9.458333333333334,10.0,16,3.8780388832092285
revision_v1_primary_v2_payload_fidelity_v2__f15c7cb2d6e037d9b8ac,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,hmac_sha256_hex,128,5.03125,4.0,10,3.167022407054901
revision_v1_primary_v2_payload_fidelity_v2__f15f22186828129ab92f,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,aes256_gcm_base64,128,6.6171875,6.0,16,3.470472913235426
revision_v1_primary_v2_payload_fidelity_v2__f17501f613f9400a39b9,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,sha256_hex,128,5.2421875,5.0,10,3.29667741805315
revision_v1_primary_v2_payload_fidelity_v2__f1771c74be008b32fa12,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,sha256_hex,128,5.265625,5.0,10,2.7032809108495712
revision_v1_primary_v2_payload_fidelity_v2__f18b191fd4634469d002,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,nonce_96_bit_hex,64,4.15625,4.0,8,3.553035333752632
revision_v1_primary_v2_payload_fidelity_v2__f18fa3b7b8344cbacfad,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,nonce_96_bit_hex,24,9.416666666666666,10.0,16,3.2312220335006714
revision_v1_primary_v2_payload_fidelity_v2__f1971c841ea9bd3a48b9,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,nonce_96_bit_hex,24,7.625,6.0,16,4.600508173306783
revision_v1_primary_v2_payload_fidelity_v2__f19ed1a39cc422494371,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,token_128_bit_hex,64,4.96875,4.0,9,2.9481440037488937
revision_v1_primary_v2_payload_fidelity_v2__f19fab584ff851703571,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,token_128_bit_hex,64,5.21875,5.0,10,3.4284241646528244
revision_v1_primary_v2_payload_fidelity_v2__f1a98cbef97ffbc026f5,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,nonce_96_bit_hex,24,8.291666666666666,7.5,16,4.401993274688721
revision_v1_primary_v2_payload_fidelity_v2__f1ba7d6cfa55ce1e17ea,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,token_128_bit_hex,86,3.883720930232558,4.0,8,2.5970040587491767
revision_v1_primary_v2_payload_fidelity_v2__f1be138b6801893cdf8f,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,sha256_hex,128,5.1015625,4.0,10,3.3018861263990402
revision_v1_primary_v2_payload_fidelity_v2__f1c1f05eab1bf5e46156,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,aes256_gcm_base64,171,4.093567251461988,4.0,8,2.2989399447078593
revision_v1_primary_v2_payload_fidelity_v2__f1c5d43e7df66d09b7cc,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,token_128_bit_hex,64,5.390625,4.5,10,2.9948074519634247
revision_v1_primary_v2_payload_fidelity_v2__f1c7524aa0ae090ca4b7,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,nonce_96_bit_hex,64,4.0625,4.0,8,2.21830752491951
revision_v1_primary_v2_payload_fidelity_v2__f1f0953dcf62ecba7fb6,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,token_128_bit_hex,32,8.59375,8.5,16,3.2617442309856415
revision_v1_primary_v2_payload_fidelity_v2__f2067f11734a3992a5f7,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,nonce_96_bit_hex,24,7.833333333333333,6.0,16,3.3071987628936768
revision_v1_primary_v2_payload_fidelity_v2__f20c377aa6d0431f7659,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,ed25519_signature_base64,69,263.3768115942029,36.0,6138,4.995688229367353
revision_v1_primary_v2_payload_fidelity_v2__f2151c588f87f81209b4,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,chacha20_poly1305_base64,43,1858.093023255814,47.0,33396,5.601152971733448
revision_v1_primary_v2_payload_fidelity_v2__f217e3bd12164fe14fcf,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,token_128_bit_hex,32,9.0,9.5,16,3.305830866098404
revision_v1_primary_v2_payload_fidelity_v2__f237b8fd13b992a147bb,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,token_128_bit_hex,64,5.03125,4.0,9,3.8334679901599884
revision_v1_primary_v2_payload_fidelity_v2__f23c121ed5b604b99cb1,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,uuid_v4,96,4.229166666666667,4.0,8,3.4134913086891174
revision_v1_primary_v2_payload_fidelity_v2__f241fd64802389cacff5,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,aes256_gcm_base64,171,4.292397660818714,4.0,8,2.3263037051373754
revision_v1_primary_v2_payload_fidelity_v2__f247e68e9f126f588972,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,nonce_96_bit_hex,64,4.15625,4.0,7,2.9293644428253174
revision_v1_primary_v2_payload_fidelity_v2__f259717366ac1390cbb1,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,token_128_bit_hex,32,8.25,7.0,16,3.263695001602173
revision_v1_primary_v2_payload_fidelity_v2__f26c857e15e3d9c0d714,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,sha256_hex,64,8.65625,9.0,16,3.6981223821640015
revision_v1_primary_v2_payload_fidelity_v2__f26e83fb7ff55c61fcda,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,sha256_hex,64,8.65625,9.0,16,4.116185232996941
revision_v1_primary_v2_payload_fidelity_v2__f2738d792c36cb6435c1,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,nonce_96_bit_hex,24,9.208333333333334,9.5,16,4.620142062505086
revision_v1_primary_v2_payload_fidelity_v2__f288a1ef87fe06630c49,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,token_128_bit_hex,30,202.36666666666667,7.5,5795,4.968678716818491
revision_v1_primary_v2_payload_fidelity_v2__f294845548c07920afd6,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ed25519_signature_base64,176,6.698863636363637,6.0,16,2.9282327456907793
revision_v1_primary_v2_payload_fidelity_v2__f299141b0b6faae27daa,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,token_128_bit_hex,29,180.0344827586207,9.0,4847,4.596203446388245
revision_v1_primary_v2_payload_fidelity_v2__f29d2028f3d9fdc9164c,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,nonce_96_bit_hex,24,9.333333333333334,8.0,16,4.461395740509033
revision_v1_primary_v2_payload_fidelity_v2__f2a65232e5286e01c1e3,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hmac_sha256_hex,64,8.09375,8.0,16,5.038912281394005
revision_v1_primary_v2_payload_fidelity_v2__f2aa4aa6716f4c82a461,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,sha256_hex,171,4.011695906432749,4.0,8,3.025083965725369
revision_v1_primary_v2_payload_fidelity_v2__f2b5529dad324bfe5c30,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,nonce_96_bit_hex,48,5.75,5.0,10,4.367788930733998
revision_v1_primary_v2_payload_fidelity_v2__f2c1e0a1af73ca86b701,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,sha256_hex,64,9.140625,10.0,16,3.789825052022934
revision_v1_primary_v2_payload_fidelity_v2__f2c7a8e6c2c0273525cf,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,nonce_96_bit_hex,24,9.333333333333334,8.0,16,3.768311619758606
revision_v1_primary_v2_payload_fidelity_v2__f2d2e800f4d45064a3b2,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,token_128_bit_hex,32,9.3125,9.5,16,4.310353085398674
revision_v1_primary_v2_payload_fidelity_v2__f2d60d22ddc8a9b979f1,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,token_128_bit_hex,86,4.0,4.0,8,3.069553707921228
revision_v1_primary_v2_payload_fidelity_v2__f2e3c0303462a45f99a0,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,uuid_v4,72,4.875,4.0,14,3.2312430805630155
revision_v1_primary_v2_payload_fidelity_v2__f2e5f949bcf66323c008,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,sha256_hex,171,3.9298245614035086,4.0,8,2.9761861276905437
revision_v1_primary_v2_payload_fidelity_v2__f2f2fd2b81fe3786616a,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,sha256_hex,64,8.65625,8.0,16,4.888370856642723
revision_v1_primary_v2_payload_fidelity_v2__f309369ddea215eecc5a,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,hmac_sha256_hex,64,8.875,8.5,16,2.7759175896644592
revision_v1_primary_v2_payload_fidelity_v2__f319842b05e6ff38bef0,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,sha256_hex,64,7.03125,6.0,16,4.125980846583843
revision_v1_primary_v2_payload_fidelity_v2__f3313f54c82f2d966bd0,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,nonce_96_bit_hex,24,38.291666666666664,7.0,649,4.2570726076761884
revision_v1_primary_v2_payload_fidelity_v2__f3388e5639d8a0d9333b,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,hmac_sha256_hex,128,5.28125,4.0,10,2.792033426463604
revision_v1_primary_v2_payload_fidelity_v2__f34ab136c51b15a51b0c,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,nonce_96_bit_hex,24,9.416666666666666,10.0,16,3.824883977572123
revision_v1_primary_v2_payload_fidelity_v2__f34de95d72187f28ae16,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,sha256_hex,64,7.6875,7.5,16,4.152164801955223
revision_v1_primary_v2_payload_fidelity_v2__f34fecfafe3aa80e2358,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,aes256_gcm_base64,45,303.75555555555553,41.0,1714,5.422843843036228
revision_v1_primary_v2_payload_fidelity_v2__f361e9ab7c4cbf272a5a,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,nonce_96_bit_hex,24,9.416666666666666,10.0,16,4.133336305618286
revision_v1_primary_v2_payload_fidelity_v2__f36ac8ce86d501046864,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,hmac_sha256_hex,53,51.943396226415096,9.0,1755,4.512456120185132
revision_v1_primary_v2_payload_fidelity_v2__f37d46845a5fbdb3a47e,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,token_128_bit_hex,64,5.53125,6.0,10,3.506391167640686
revision_v1_primary_v2_payload_fidelity_v2__f383e8a0ba6a494f0b4f,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,token_128_bit_hex,30,40.2,7.5,770,4.3475293477376304
revision_v1_primary_v2_payload_fidelity_v2__f38c7c2012fc57f46e08,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,uuid_v4,32,133.46875,6.5,3993,3.276248477399349
revision_v1_primary_v2_payload_fidelity_v2__f392d20dc524c0f9615a,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,sha256_hex,38,299.7368421052632,19.0,5870,4.826731593985307
revision_v1_primary_v2_payload_fidelity_v2__f3971c0b20f8234d7e59,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,token_128_bit_hex,86,3.9651162790697674,4.0,8,2.441051205923391
revision_v1_primary_v2_payload_fidelity_v2__f3a3c6c6a741fcb9d0f0,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,sha256_hex,64,8.640625,8.5,16,5.578683823347092
revision_v1_primary_v2_payload_fidelity_v2__f3a5736826d8953c292c,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,sha256_hex,171,4.116959064327485,4.0,8,1.9079339155676769
revision_v1_primary_v2_payload_fidelity_v2__f3a6540c685a9433553f,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,aes256_gcm_base64,128,7.046875,7.0,16,3.369250748306513
revision_v1_primary_v2_payload_fidelity_v2__f3a6a2456b7220b342f6,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,nonce_96_bit_hex,24,8.458333333333334,9.0,16,4.657611568768819
revision_v1_primary_v2_payload_fidelity_v2__f3ac0747196ce4b38c19,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,token_128_bit_hex,86,3.9069767441860463,4.0,8,2.777061717454777
revision_v1_primary_v2_payload_fidelity_v2__f3b7f6efa9afcf1bbbbf,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,token_128_bit_hex,64,4.875,4.0,9,3.5447272956371307
revision_v1_primary_v2_payload_fidelity_v2__f3bb0a1804bcfda07c88,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,hmac_sha256_hex,171,4.128654970760234,4.0,8,2.884817458035653
revision_v1_primary_v2_payload_fidelity_v2__f3e24adbc344de7b6a7d,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,token_128_bit_hex,29,55.10344827586207,9.0,1177,4.279808126646897
revision_v1_primary_v2_payload_fidelity_v2__f3eacebbfa08cf6e0dd5,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,uuid_v4,72,5.402777777777778,4.0,14,3.999656425582038
revision_v1_primary_v2_payload_fidelity_v2__f3f233cd8530c35a615f,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,uuid_v4,72,5.694444444444445,4.5,14,2.8059162033928766
revision_v1_primary_v2_payload_fidelity_v2__f3f420b0298a94b1631d,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,nonce_96_bit_hex,48,5.395833333333333,5.5,10,3.6492387851079306
revision_v1_primary_v2_payload_fidelity_v2__f3fdf1652ea8173ff4fa,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,ed25519_signature_base64,176,6.9375,6.0,16,3.1958834556016056
revision_v1_primary_v2_payload_fidelity_v2__f4031fe8d82d825ffed6,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,nonce_96_bit_hex,48,5.208333333333333,4.5,10,2.986164391040802
revision_v1_primary_v2_payload_fidelity_v2__f40f44cd93043935b40c,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,sha256_hex,57,125.42105263157895,9.0,6513,4.227586509888632
revision_v1_primary_v2_payload_fidelity_v2__f412a8dfd708f22062ed,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,nonce_96_bit_hex,24,7.625,6.0,16,3.9250245889027915
revision_v1_primary_v2_payload_fidelity_v2__f429164d12efefce2b67,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,aes256_gcm_base64,171,4.146198830409356,4.0,8,2.628599401105914
revision_v1_primary_v2_payload_fidelity_v2__f4359e15f5c811026e34,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,nonce_96_bit_hex,24,8.5,11.0,15,4.880727132161458
revision_v1_primary_v2_payload_fidelity_v2__f43c3d5db9193a3007c5,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,uuid_v4,33,11.787878787878787,7.0,54,5.122586943886497
revision_v1_primary_v2_payload_fidelity_v2__f4435af39cd11c687197,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,chacha20_poly1305_base64,171,4.269005847953216,4.0,8,2.9653664137187756
revision_v1_primary_v2_payload_fidelity_v2__f44b9e10f76e2d9752f7,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,token_128_bit_hex,31,19.870967741935484,8.0,332,3.9176978449667654
revision_v1_primary_v2_payload_fidelity_v2__f45642e75de998a1c8ad,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,sha256_hex,128,5.1953125,4.0,10,3.11852440610528
revision_v1_primary_v2_payload_fidelity_v2__f460b1f72b2eb96d7dd3,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,nonce_96_bit_hex,24,17.5,6.0,169,3.2965544859568277
revision_v1_primary_v2_payload_fidelity_v2__f461f5016697c99a190e,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,aes256_gcm_base64,171,4.485380116959064,5.0,8,2.9253224936145092
revision_v1_primary_v2_payload_fidelity_v2__f46a081a1e625e638071,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,sha256_hex,128,5.3828125,4.0,10,3.2857889533042908
revision_v1_primary_v2_payload_fidelity_v2__f488e340fe1974846150,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,chacha20_poly1305_base64,128,6.9296875,6.0,16,2.9037209302186966
revision_v1_primary_v2_payload_fidelity_v2__f48c2e9d8bb8830a460b,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,chacha20_poly1305_base64,49,718.795918367347,42.0,26803,6.53307556132881
revision_v1_primary_v2_payload_fidelity_v2__f48d77731e32ab734237,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,token_128_bit_hex,32,7.875,7.0,16,3.8871847093105316
revision_v1_primary_v2_payload_fidelity_v2__f48fb7d675d1e363bc21,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,chacha20_poly1305_base64,128,6.8125,6.0,16,2.653702899813652
revision_v1_primary_v2_payload_fidelity_v2__f4a13b720fc92db253a7,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,sha256_hex,64,8.53125,9.0,16,5.052267253398895
revision_v1_primary_v2_payload_fidelity_v2__f4b841d9ee81202d737c,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,uuid_v4,31,25.70967741935484,8.0,361,3.9930470681959584
revision_v1_primary_v2_payload_fidelity_v2__f4e11423271e94d20054,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,sha256_hex,64,8.65625,9.0,16,4.069521084427834
revision_v1_primary_v2_payload_fidelity_v2__f4f257ee947e761e23f5,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,nonce_96_bit_hex,24,8.791666666666666,8.5,15,4.668013493220012
revision_v1_primary_v2_payload_fidelity_v2__f4fd6677dd257d803c67,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,chacha20_poly1305_base64,128,6.8515625,6.5,16,3.6818709298968315
revision_v1_primary_v2_payload_fidelity_v2__f5006239eb517b3aed69,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,token_128_bit_hex,64,5.1875,4.0,10,3.3650673776865005
revision_v1_primary_v2_payload_fidelity_v2__f501b565e0dc226c5034,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,chacha20_poly1305_base64,171,4.391812865497076,4.0,8,2.814179950290256
revision_v1_primary_v2_payload_fidelity_v2__f509c9b8b136713ed214,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,sha256_hex,128,5.34375,5.0,10,2.9429829865694046
revision_v1_primary_v2_payload_fidelity_v2__f51d5201239189873170,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,hmac_sha256_hex,64,7.921875,8.0,16,2.839973881840706
revision_v1_primary_v2_payload_fidelity_v2__f522c56e993403293769,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,aes256_gcm_base64,128,6.59375,6.0,16,3.108257159590721
revision_v1_primary_v2_payload_fidelity_v2__f5235bb0f4be5dc0da1e,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,sha256_hex,171,4.0701754385964914,4.0,8,2.9849882404706634
revision_v1_primary_v2_payload_fidelity_v2__f5315279f5c7245eb89e,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,nonce_96_bit_hex,24,8.458333333333334,8.0,16,4.031785090764363
revision_v1_primary_v2_payload_fidelity_v2__f54c595ee36c60e8b061,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,sha256_hex,64,7.21875,7.0,16,3.6568317264318466
revision_v1_primary_v2_payload_fidelity_v2__f54cdc2dcc0ea180ce12,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,sha256_hex,64,8.109375,8.0,16,4.829734392464161
revision_v1_primary_v2_payload_fidelity_v2__f54fd52a84ed54df0e38,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,uuid_v4,33,207.63636363636363,8.0,6546,4.089381969336308
revision_v1_primary_v2_payload_fidelity_v2__f5555cb9be4649336d0b,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ed25519_signature_base64,235,4.361702127659575,4.0,8,2.2257304739444814
revision_v1_primary_v2_payload_fidelity_v2__f564bb69a18259230e2c,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,nonce_96_bit_hex,24,8.75,10.0,16,3.2842857042948403
revision_v1_primary_v2_payload_fidelity_v2__f570e6de0a34f85812f9,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,token_128_bit_hex,28,18.535714285714285,8.0,167,4.903605563299997
revision_v1_primary_v2_payload_fidelity_v2__f5790b3f2c280d5757f4,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,uuid_v4,21,661.7619047619048,21.0,10142,4.563680773689633
